date,0
2024-07-01,0.007499646674098888
2024-07-02,0.008968842689348746
2024-07-03,0.004803107676009407
2024-07-04,0.0015520597707845804
2024-07-05,0.0009733737211851434
2024-07-08,0.0013851212558885556
2024-07-09,0.008121573303182104
2024-07-10,-0.006721214546480887
2024-07-11,-0.0015696690166516012
2024-07-12,-0.0010511414688270846
2024-07-15,0.0010949076967560532
2024-07-16,0.002276237084578431
2024-07-17,-0.005371619429322465
2024-07-18,0.0067710613241281255
2024-07-19,-0.005082002073132703
2024-07-22,-0.002246561688477977
2024-07-23,-0.016755832004175172
2024-07-24,0.003987437662224509
2024-07-25,-0.004125686454356995
2024-07-26,0.00836524069071572
2024-07-29,0.0020754439923485663
2024-07-30,-0.0011448317175437209
2024-07-31,0.006851939403640375
2024-08-01,-0.019131296073512723
2024-08-02,0.009911930210033422
2024-08-05,-0.03559186342324281
2024-08-06,0.018218790274795418
2024-08-07,0.0040671236475014385
2024-08-08,-0.004585595290021117
2024-08-09,0.01238083336667255
2024-08-12,0.003360994023084049
2024-08-13,-0.0018402625796611484
2024-08-14,0.0037466108879913996
2024-08-15,-0.0049879808612661855
2024-08-16,0.020313153304791404
2024-08-19,0.0054456272141879284
2024-08-20,0.004370453388689792
2024-08-21,0.006951564582008501
2024-08-22,0.0013323990860940704
2024-08-23,0.002802468075253568
2024-08-26,-0.0030624625262311383
2024-08-27,0.0013262668955991137
2024-08-28,0.0004156842413745654
2024-08-29,0.0012052047368412758
2024-08-30,0.0015514217794769941
2024-09-04,-0.008332334990687047
2024-09-05,-0.0050111243075469545
2024-09-06,0.0044755418892045064
2024-09-09,-0.0056833941689855465
2024-09-10,-0.008913242473669291
2024-09-11,-0.0020858615489810104
2024-09-12,0.0007003589978981649
2024-09-13,-0.0014893970124427768
2024-09-16,-0.009183662423161553
2024-09-17,0.014015252627735566
2024-09-18,0.0038578581654957096
2024-09-19,0.005384174752080345
2024-09-20,0.0027512191087200612
2024-09-23,-0.0024859767100699585
2024-09-24,0.007947747605109395
2024-09-25,0.007854786326794637
2024-09-26,0.00628513731318851
2024-09-27,0.0009376310458241424
2024-09-30,-0.0022103890331535954
2024-10-01,0.004053185617985051
2024-10-02,-0.0029209764095718357
2024-10-03,-0.005677005847861901
2024-10-04,-0.006196674656545
2024-10-07,-0.0012723214068949631
2024-10-08,0.001181243823147498
2024-10-09,0.006840627938003705
2024-10-10,0.0039277151538238166
2024-10-11,0.002247378971448255
2024-10-14,-0.0005417920881639609
2024-10-15,-0.0038544079786029914
2024-10-16,-0.00181897895119583
2024-10-17,0.004253349296460505
2024-10-18,0.00038233686687321253
2024-10-21,-0.0043320210637866
2024-10-22,-0.00871300385299048
2024-10-23,0.0012728165776620761
2024-10-24,-0.011246927710844911
2024-10-25,-0.004268572711425642
2024-10-28,0.0010765736117158814
2024-10-29,0.004684650593948082
2024-10-30,-0.002219820941943045
2024-10-31,0.0025919312556586236
2024-11-01,-0.006875067617788008
2024-11-04,-0.0077225019449420375
2024-11-05,0.0007550436774071051
2024-11-06,0.011912700236755147
2024-11-07,-0.0030327666684839614
2024-11-08,-0.005719256451267506
2024-11-11,-0.00411512283104462
2024-11-12,-0.0037300452938238116
2024-11-13,-9.318739541999395e-05
2024-11-14,-0.010405447959813883
2024-11-15,-0.009668642855543821
2024-11-18,-0.0010540813245125027
2024-11-19,-0.0066112274201110275
2024-11-20,0.008172297520735138
2024-11-21,0.009169008814163696
2024-11-22,-0.0009519374426654749
2024-11-25,0.005810009452414876
2024-11-26,0.005219673418749643
2024-11-27,-0.0003803403489831897
2024-11-28,0.0004052342591727967
2024-11-29,0.0061238195140196775
2024-12-02,-0.0003357744547972865
2024-12-03,0.0006207282529665297
2024-12-04,-0.007575491623807221
2024-12-05,0.023712847292298594
2024-12-06,0.0003517209878971728
2024-12-09,0.0005384143046961612
2024-12-10,-0.00017589549601575616
2024-12-11,-0.0021456057511624457
2024-12-12,-0.0005088441916898118
2024-12-13,-0.002664107138575252
2024-12-16,1.3217194815817169e-05
2024-12-17,-0.002185882163665268
2024-12-18,0.002076239013483249
2024-12-19,-0.009621492669672879
2024-12-20,0.00030372846399932433
2024-12-23,0.0037574433849492
2024-12-24,-0.0008572914223214471
2024-12-25,0.012573690485063814
2024-12-26,0.0004171879326459288
2024-12-27,0.0021423932409936914
2024-12-30,-0.0012762725918356622
2024-12-31,-0.004750378747576272
2025-01-02,0.0014171105412420619
2025-01-03,-0.011710414630524461
2025-01-06,-0.006523118850925636
2025-01-07,0.0006623968444785534
2025-01-08,0.0030588784630878997
2025-01-09,-0.0035771566231529235
2025-01-10,-0.010381012897057763
2025-01-13,0.0033070424922051304
2025-01-14,-0.00402772919372489
2025-01-15,0.006463167989449632
2025-01-16,0.0027011055728473725
2025-01-17,0.004488038643650402
2025-01-20,0.0022856195664932495
2025-01-21,-0.0021740598034954424
2025-01-22,-0.0054991719274252995
2025-01-23,0.012060563601014625
2025-01-24,0.004798687568354577
2025-02-03,-0.009312663426637184
2025-02-04,0.008260108636959612
2025-02-05,0.002113746592759671
2025-02-06,0.0005111758029693358
2025-02-07,0.003369402772771852
2025-02-10,-0.004407508802450775
2025-02-11,0.002556473815924265
2025-02-12,-0.0007606819019713211
2025-02-13,0.0030406526153274457
2025-02-14,0.003130064736996988
2025-02-17,-0.0030529898704700674
2025-02-18,0.00553465116218051
2025-02-19,0.006566798587800058
2025-02-20,0.0040991177498712955
2025-02-21,0.004073809296455042
2025-02-24,0.006276918537895815
2025-02-25,-0.0017971526746414883
2025-02-26,-0.0007939784880982092
